File name,contents,tokens
learning walks_main.docx part86," Just keep on sharing yours and do it more often – and eventually they’ll get into the groove!What other natural objects can “sting”, be it animals, insects or plants ? What do you think is the main purpose of it? Riddle Here is an old English riddle for your little one with a pretty obvious answer. You can begin the walk with it, then it will be less obvious:Behind the king’s kitchen there is a great vat,And a great many workmen working at that.Yellow are their toes, yellow are their clothes.Tell me this riddle and you can pull my nose. Books to read“Five Bizzy Honey Bees - The Fun and Factual Life of the Honey Bee” by Lance Douglas –  - This cute story is an adorable add on to this topic. It takes us on a fascinating journey into the hive and explores the highly organized life of the honey bees sharing cute insights and fun facts on every page. Readers from 1 to 100 will be amazed at the fun facts and beautiful illustrations.The Bee series by Frank J",226
learning walks_main.docx part87," Selio, PhD: “Bee Calm”, “Bee Still”, “Bee Heartful” –  - If you are into mindfulness and would like to introduce it to your little ones, these books would make a good intro. Bentley the bee lives in a busy hive and learns meditation and a few beginner’s yoga poses. The message is great and the illustrations are lovely.In case your child really gets interested in this subject, here is a fun resource. This page allows you to take a quiz about different types of bees:“Boating, Floating, and Sailing” Walk 12            Before the walk: Today we’ll talk about different types of boats and observe how they float, so it would be great to plan this walk around a fountain, local pond, or at least a deep puddle. Make sure to bring a piece of paper on your walk, along with some tin foil and a few Lego Duplo figures or similar  Another thing you need to do before the walk is remember  how to make a paper boat. Here is a simple  from Youtube.Note for parents: These activities will allow kids to explore the concept of buoyancy",255
learning walks_main.docx part88," Let’s begin!Have you ever seen a boat or a ship? Have you been on one? Let’s build a boat today! But first, let’s see what we can make boats with. Pick up some leaves, sticks, and rocks around you and try to put them on the water. Your child, we notice that some go to the bottom while the others continue to float. Ask them for their theories on why that is and listen to their answers.If you are by a fountain, a puddle or a kiddie pool, try using different materials  and putting one or two small figures on them to see if it will be able to carry them. Now fold the tin foil and see if it is able to hold more toys . See Appendix for our version.Now suggest making a paper boat, and follow the guide to make it",178
learning walks_main.docx part89," See if it’s able to float and have your child check if it can hold little sticks. Can it hold more sticks than a leaf or vice versa?See if your little boats are moving. If they are, ask what is causing them to move? If they are still, blow on the water and see how the waves propel them in a certain direction.Note for Parents: Always follow your child’s interest and use the situation as a foundation. For example, when we did this activity, the wind was pretty strong and the waves in our local fountain caused a shipwreck ☺ My daughter was a bit upset at first, but it was a great segway for us to talk about shipwreck, dangers at sea, Titanic, and ships disappearing in Bermuda triangle. Seeing “a shipwreck” on such a tiny scale boosted her interest toward this subject so much that she kept asking related questions for days to come.Discussion for older kids: What do you think we can substitute ships and boats with? What can we use instead of them? If they don’t understand the concept, start with asking what boats and ships are used for: e.g",240
learning walks_main.docx part90,", traveling , transporting goods, travel, transportation to work across rivers and bays. Now what other things people use instead to get those things done? E.g., planes for travel; bridges and tunnels to cross rivers or lakes, rafts. See what ideas they might have and what’s the logic behind them, don’t correct.We know boats and ships are man made. What about natural boats? Ducks and geese are able to float on the water – can we call them natural boats? What about turtles? Whales?Interesting story When it comes to ships and boats, you can tell so many interesting stories! Pirates, shipwreck, ships that went missing in the Bermuda triangle. When we did this walk with my daughter, our paper ship sank because of waves, so she loved the story of Titanic and I had to re-tell it multiple times",179
learning walks_main.docx part91," Based on your child’s interest and what seemed particularly exciting during the walk, pick the story that you think will be most interesting to them at the moment. One of the fun things to tell them is about superstitions that are common across sailors.Spending weeks or months on a ship, stories and superstitions became a big part of a sailor’s life. E.g., whistling is considered bad luck as some believe it can bring about strong winds and cause a shipwreck. However, there is one person on a ship who is allowed to whistle. Guess who? It is a cook as it means he is not eating the food",132
learning walks_main.docx part92,"Another superstition that has to do with food is about…bananas. Bananas might turn a boat’s luck ill, too. Especially when it comes to fishing boats as it is believed that if bananas are aboard, the fish won’t bite and there might be mechanical mishaps. As soon as the hidden bananas are discovered and removed, the boat’s luck turns around.On the other hand, it is believed that cats bring good luck. British and Irish sailors would often adopt a black cat and bring it to ship. Some cultures actually believe that a black cat is a sign of bad luck. However, there is logic to cats bringing good luck to sailors: after all, cats hunt down and get rid of rodents, who usually live on ships and might chew on ropes or eat food",168
learning walks_main.docx part93," This practice was even adopted by Vikings in Northern Germany many many years ago. Fun FactsShips and Quarantine: The word “quarantine” has smth to do with ships. It comes from Italian “quarantina giorni” or forty days. Venice had a policy of quarantining ships from plague-stricken places for 40 days, ensuring no one infected is on board and wouldn’t spread sickness.Bermuda Triangle: An unsolved mystery, the Bermuda Triangle is an area of the ocean in which many ships and airplanes have disappeared. It is also one of only two areas on planet Earth where magnetic compasses operate differently than normal.It is located in the Atlantic Ocean between Bermuda, Puerto Rico and Florida. Reasons for those accidents that people named include aliens, pirates, gas deposits, hurricanes and bad weather, and even a lost continent of Atlantis",188
learning walks_main.docx part94," Most scientists believe the causes are bad weather and human error.For older kids: One of the explanations scientists are looking at for some of the disappearances has focused on the presence of large fields of methane hydrates  in this area. Experiments carried out in Australia showed that their bubbles can sink a scale model ship by decreasing the density of the water, and any wreckage rising to the surface would be quickly dispersed by the Gulf Stream. So periodic methane eruptions  could produce regions of frothy water without adequate buoyancy for ships which would cause it to sink very quickly and without any warning.ImaginariumPeople used to travel around the whole world by boat, and some still do now! If we decided to go around the world on a boat or ship, where would you like to go? What countries would you like to see the most? Who would you bring with you? What should people bring with them for this trip? Or come up with a story of a family traveling around the world, seeing amazing things like icebergs, volcanos, and their adventures if you prefer stories!Another option is to come up with your own ship. Talk about different types of ships first - fisherman’s boat, a yacht, a cruise, a fregate, a submarine. Then look at the pictures. What they can and cannot do",279
learning walks_main.docx part95," Now come up with your own ship, no limits! Maybe its a flying ship that can carry you over the mountains? Or it can “release” skies to go through a snowy mountains? Or it could be an edible ship - a chocolate fegate or a marshmallow yacht? Who would sail it, where, and what are the pros and cons?Books to read“How I Became a Pirate” by Melinda Long -I’ve recommended this book for our walk about Maps, but it’s a perfect fit to encourage a conversation about ships, pirates, and sea superstitions too.“The Snail and The Whale” by Julia Donaldson -  - There is a lso a cartoon available through Netflix and other sourcesAbsolutely adorable story about an adventurous hungry snail and her exciting travels around the world with her new humongous friend. Perfect compliment for our Imaginarium that will give some ideas of what one can see traveling around the world!“Coffee and Disposable cups”  Walk 13            Before the walk: Today we’ll have a fun subject to talk about, especially for city dwellers who love to start their walk with kids at a local coffee shop. If you normally don’t, I’d suggest to save this walk for a time when you stop by a coffee shop, or simply bring a paper cup with coffee, tea, or juice on your walk so that we could use it for our fun experiments! We’ll learn some fun facts about the history of coffee, tea, paper cups, and of course talk about recycling.Let’s begin!Ask your child what he or she knows about coffee . Listen to their answers, some kids will give you fun ones about “coffee being disgusting brown liquid that only adults are allowed to drink because it helps them work”. Guess how much coffee people in the world drink. The world’s average coffee consumption is three cups a day per person! This means 587 million cups a day",432
learning walks_main.docx part96," Even if we count them all as the smallest cups, put together into a pile, they would make a pile taller than the world’s tallest skyscraper. Of course, most people are using regular cups, but many of those people who drink coffee on their way to work use paper cups. Recently many people started to bring their own cups with them to waste less paper. But even paper cups are recyclable. Do you know what it means to “recycle”? Explain that Recycling is the process of taking an organic material such as glass, plastic, metal, or paper , and processing it so that it can be used all over again! It gets a second life as paper, tissues, newspaper, or even greeting cards! Why do you think it’s important? Let them elaborate, but explain that to make paper cups, people need to cut trees. So we recycle to save trees and be kind to our planet. If your city or town offers recyclable trash bins, show them to your child.For kids 4+: Talk about what it took for you to get your coffee and how “international” it is",238
learning walks_main.docx part97," “Did you know that most coffee is grown around the equator and comes from Brazil and Africa? So the beans were grown there, then roasted and brought to our country. Paper cups are manufactured on a plant, and then delivered here. Then we need water . Then the barista made it  a goat herder in Africa  noticed the effect that caffeine had on his goats, who appeared to ""dance"" after eating the fruit of the Coffea plant. He shared this with the local monastery, and a monk then made a drink with the said fruit, and realized that it kept him awake at night, that’s how the original cup of coffee was born and started its travel all over the world!Fun FactsCoffee is a fruit! Coffee beans grow on a bush. They look like beans, but… They are actually the pit of a berry, which makes them a fruit. Fun fact for car lovers: Scientists have successfully turned ground coffee into biodiesel, so one day coffee may be fueling your car.Fun Facts for ParentsCoffee ban: Back in 1511, leaders in Mecca believed that coffee stimulated radical thinking, and due to that fact banned the drink",247
learning walks_main.docx part98," Some 16th-century Italian clergymen tried to outlaw coffee because they believed it was ""satanic."" However, Pope Clement VII loved the drink so much that he lifted the ban and had coffee baptized in 1600.ImaginariumWhat if paper cups were never invented, how would people go about life? Bring a cup with them anywhere they go? Use plastic bottles to drink water? Maybe even drink less! See what your kids have to say and prompt them to further ideas and deliberation!Experiment You have two choices for your experiment today. The first one will likely be more fun for younger little ones, and the second one might be more exciting for kids 5+. Or you can try and do them both on different days, or just extend your walk a little longer. A disposable cup drumThese drums are pretty cool and basically take no time to make. Blow a balloon up and let the air out to stretch it out a bit and then cut the tip off. Stretch the balloon over the top of the cup, grab a couple of paper straws from that coffee shop and voila: you have a drum! If you don’t have a balloon, you can easily use a simple plastic bag, just cut a piece to fit the top of the cup and use a simple scrunchie to keep it in its place",268
learning walks_main.docx part99," You can use a couple of twigs instead of straws as well. They actually sound really good when you have a few different sizes to play and experiment with!A paper cup phoneStep back in time and use a couple of paper cups to make an old fashioned string phone while learning about sound waves. If you didn’t bring paper cups on your walk, I’m sure you can get a couple from that local coffee shop.What we need:2 paper cupsA sharp pen, pencil or sewing needle to poke holesString A Step-by-step guide:Poke a small hole in the bottom of both cups.Thread the string through each cup and tie knots at each end to stop it pulling through the cup .Move into position with you and your child holding the cups at a distance that makes the string tight .One person says smth into the cup while the other puts the cup to his or her ear and listens. Can you hear each other? And now let’s add on a learning component of course",211
learning walks_main.docx part100," Ask your child why they think it happens? For kids who are interested in more detailed explanations , explain that speaking into the cup creates sound waves which are converted into vibrations at the bottom of the cup. The vibrations travel along the string and are converted back into sound waves at the other end so your friend can hear what you said. Sound travels through the air but it travels even better through solids such as your cup and string, allowing you to hear sounds that might be too far away when traveling through the air.For younger kids, you can explain it using the tiny humans method used in the TRIZ methodology for children. Basically, we use a metaphor of tiny humans to atoms, molecules, or in this case sound waves. Explain that when we speak, we create a sort of a “wave”, a group of tiny humans that runs from one person to the other. Tiny humans can travel through the air, but if they have smth to cling to, like a string, they move much further than without anything to hold on to.Books to read“Happy Little Pine” by Nirdesha Munasinghe – Sweet and meaningful story about how humans can choose to destroy or embrace nature that would fit into the conversation about recycling",254
learning walks_main.docx part101," One of the books you can read to kids 3+, as most books on this subject are meant for older age groups.A 5 minute animation about history of coffee - “Ants” Walk 14            Before the walk: We’ve previously observed a lot of things in nature, plants, trees, and bees. Textbook approach is focusing on one area at a time, but for our purposes of growing curiosity and developing understanding of how different the world around us can be, we will introduce different subjects during every walk and observe the ants today. Also, it’s a better approach for motor skills development too. For instance, today we are looking up at the sky and talking about the clouds, tomorrow running around and buzzing like bees in a hive, and the next day watching the ants crawling on the ground looking down.This walk would work great in the woods as it’s easier to find a real anthill or a large ant nest. However, you can definitely find some ants in the city and even at a playground. So try it where you are today, but keep it in mind for your next outing into a woodsy area, and then go deeper in the woods and look for an ant hill, you are likely to find one by a stomp or an old fallen tree",273
learning walks_main.docx part102,"Let’s begin!Ask your child – how much weight they can lift up. Can they pick up a full cup of water? What about a large pot with water? Now how about a car?! Believe it or not, an ant can lift 20 times its own body weight, some of them even up to 50 times! If you were as strong as an ant, it means you would be able to pick up a car! Some kids might say that people are still stronger because we can pick up heavy objects when we grow up – explain that strength is defined by the proportion of your own size/weight to the size/weight of the things you can lift.Refresh the material from the previous walks: Who created ants – humans or nature? Can there be non living ants?  Are they plants or animals? Here older kids might argue that they aren’t either because they are insects. Explain that they are still animals because unlike plants they need food from outside to grow and live, while plants produce food within. Then, animals are divided into mammals, reptiles, insects etc.Now it’s time to look for some ants – the more you find, the better. Use your magnifying glass to observe their activities. Are they running away from you? Do they all look the same? Pay close attention and you see that some look bigger than others, they have different colors, and a few even have wings!Did you know that ants don’t have ears? Then how can they hear?  Actually, they can feel the vibrations  through their feet and through their antennae! Speaking of which, let’s count how many legs they have  and how many antennae ? Unlucky with hearing, but they are lucky with eyesight – it’s pretty amazing as they have a lot of lenses in their eyes  Ants have antennae, like many insects, to sense their surroundings ",393
learning walks_main.docx part103,"  Do we have antennae?  What do we use to feel and understand our surroundings?  . Ants even use them to touch one another and “talk” to each other in “ant” language. Actually, they are great communicators. When ants meet, they run antennae over one another, ‘sniffing’ for smells and tastes that function in the same way as facial expressions, words and tone of voice do for us.For older kids: They also use pheromones, chemicals produced by their bodies, to communicate. For example, alarm pheromone, with which ants warn the colony of danger even as they are dying. That’s why if you kill one ant in your kitchen, a mob arrives soon to protect and fight.Ask if ants are “good” or “bad”",179
learning walks_main.docx part104," Likely if you find a few in your picnic lunch or in your kitchen, you will be unhappy. But ants do plenty of good things too. What could the be? Try to think together first. Ants are important to pollinate/help grow low-growing flowers; they are even more helpful for soil health than earthworms because they tunnels help more air get into the soil and as they smuggle pieces of food  from the world above, they improve the nutrient levels of the soil. Point out how we can find good and bad in everything around us. Experiment I hope you brought something sweet for your walk, like a piece of candy, cookie, some bread crumbs or even sugar. If you found a little hole in the ground where the ants crawl into, that would be a perfect spot to put your treat next to, or simply find a place with quite a few little crawlers. Now watch them “take the bait”",191
learning walks_main.docx part105," They will likely start inspecting the object closely and when they realize it’s edible , they might try to pick it up and move it to their home!Fun activity Draw the outline of an anthill plus a few tunnels with some chalk. Draw and talk about “rooms” for the eggs, the larvae, pupae etc; the queen’s room; the soldiers protecting the nest; the workers, bits of food. Have your child pick up some leaves and sweets and carry them to set up their “home”. Especially if you have several children around, you often won’t have to persuade them to make it into a longer game  ).Ideas to continue the conversation at home Fingerprint ants: dip fingertip in paint or stamp pad.  Print lots of ants with 3 touching body parts.  When dry, add 2 antennae, 6 legs on each.  Do some counting: here we have 3 ants, with 6 legs each",200
learning walks_main.docx part106,"  Let’s count and see how many legs altogether.Make ant headbands with 2 pipe cleaners for antennae.Playdoh ants with toothpicks or pipe cleaners for antennae and legs.  Make an ant “environment” or anthill on a paper plate with dirt, leaves, bits of bead etc. We often make habitat for insects with soaked or just crumbled leftover chocolate cookies .Sing “The Ants Go Marching One by One”   Interesting story Can you believe this? Ants have survived on Earth for more than 100 million years. There are hardly any other species that have been able to adapt so well in order to survive for so long. Let’s talk about how they organize their lives to be able to do it!Most insects live on their own",166
learning walks_main.docx part107," Ants, along with bees and termites, are social insects. It means they live together, as a community, not on their own. Their homes  are similar to ours: they have roads and multiple rooms, including bedrooms, storage rooms, and even rooms for “children” .A typical colony contains an egg-laying queen and many adult workers. Ants have different jobs: building the next, digging tunnels, hunting and gathering food such as seeds, pieces of plants or mushrooms, little bugs and caterpillars, defending eggs and the queen, and much more. Nurse-worker ants are very attentive to the eggs, larvae and pupae that they are responsible for - licking them to protect from bacteria in the soil, and moving them from room to room at different times of the day to ensure they are kept at good temperature. Ants rush to sacrifice their own lives in defense of the colony as a whole from enemies: grasshoppers, big bugs. They take care of one another like a family",208
learning walks_main.docx part108," E.g., when a colony shifts to a new nest site, and one of the ants isn’t feeling well, it is picked up and carried.Note for parents: You can simply tell this as a story or  draw the line between our societies to showcase how altruism, caring, and cooperation help them survive for so long and be the largest species on our planet.Ants have other similarities with people. They can even grow plants and have domestic animals! Herder ants, as their name suggests, tend to aphids - the little green bugs that drink plants’ nutrients and are considered pests by every farmer on earth, except for ants. Ants love the sugary substance aphids exert, called honeydew, and treat the bugs as their dairy cows, that’s why they are often called “ant cows”! Ants can even “” their herds by tickling them with their antennae.In return, ants shepherd their bug flocks to better pastures and shield them from rain, sometimes they even carry them from one plant to another",223
learning walks_main.docx part109," Ants care for and protect aphids’ eggs, treating them as their own and keeping them safe inside their colonies for winter. Check out Appendix to see a couple of pictures of aphids.Ants are even able to grow plants – some of them garden fungus, believe it or not. It’s like a fruit tree for them – they domesticated fungus the same way people domesticated many plants. Fun FactsHow do ants breathe? Ants don’t have lungs. How do you think they breathe? Oxygen enters through tiny holes all over the body! They can survive under the water for 24 hours because of this! An ant can appear to be drowned, but when the water evaporates  and the air starts circulating through those holes, it can just get up and go! Ants and food: Adult ants can’t chew and swallow solid food, so what do they do? They swallow the juice which they squeeze from pieces of food. They then throw away the dry part which is left over.Ants never sleep: Did you know that ants never sleep? Imagine having no sleep for your entire life, you’d probably be very tired",241
learning walks_main.docx part110," Life span:  Ants only live for about 45 to 60 days.Honeypot Ants: Did you know ants can make honey?! “Honeypot ant” is a common name for the many species of ant with workers that make honey and store it in their abdomen. They usually live in dry environments - see a picture in the Appendix.ImaginariumOne of the fun facts we’ve learned about ants today is that they never sleep! If people didn’t sleep either, how would our lives change? Would we be able to work more? Or have more time to read, play and do other things? More transportation would need to work at night. What else would be organized differently?Another option for Imaginarium is to talk about how long the ants have been on Earth and how their lives could be different through different experiences. Did they annoy dinosaurs at their dino picnics as much as they annoy us? ;) How did they survive the ice age?Books to read“March with the Ants” by Karen Latchana Keney - This book is a very decent intro to the subject. The illustrations are beautiful. The words read like a story even though the book is mostly non-fiction describing lifecycle, environment, and body parts",265
learning walks_main.docx part111," Perfect for 3-5 year olds!“Are You an Ant” by Judy Allen –  - This one is my other favorite. Accurate natural history with some humor mixed in! And can be of great help for children who are afraid of ants.An Ant SongAnts aren't longBut they are strong Ants are smallBut they can crawl Heavy loads, they can carryThey're busy as bees, just not as scary“Mail” Walk 15         Before the walk: Today we’ll be investigating the work of the mailman ☺ It would be great if you know the schedule of mail delivery and would be able to catch the mail truck  come by, and maybe even talk to the mailman! If not, you can always point it out earlier or later, and today just stop by the mailbox during your walk and do other activities.Talking about mail is a good way to encourage interest in reading and writing in your kids as well.Let’s begin!Let’s play detectives today and watch the work of our mailman! Note for parents: if you have time and would like to do that, you can even do a little dress up with a hat, maybe binoculars for extra fun, if not, that’s no big deal. Even if you can’t find the mailman, just save your mail in the mailbox for a few days, and stop by your mailbox to pick it up – that’s already a good start.Notice the car the mailman is driving . What kind of packages do they deliver? Letters? Boxes? Where do you think they came from? Do you often get mail? Have you ever gotten a real letter Take a neighborhood walk and check out mailboxes at peoples' homes: some are on porches, some on the sidewalk",387
learning walks_main.docx part112," What do they look like? Ask your child what he or she thinks mailboxes used to look like many years ago. You can tell them that an ancient milkwood tree in Mossel Bay, South Africa, is believed to be one of the first mailboxes! And not just a tree… but a boot dangling from this tree! In 1500, a Portuguese sea captain named Pêro de Ataíde lost most of his fleet in a storm and before returning to India, he wrote a message of warning of rough waters. He tucked the message in a boot dangling from that tree near a spring where sailors often drew water.Joao de Nova, another captain, somehow found it the very next year. The tree became a sort of a post office box, where sailors would exchange letters protected in boots, iron pots, or under the rocks. Seamen would leave their messages behind, their countrymen would pick them up and deliver them to their destination, but very slowly. See Appendix for a picture of the 600 year old milkwood tree in South Africa and a shoe monument too) Today we send most information through the Internet – e-mail, text messages, or just phone calls. But years ago mail took much longer",249
learning walks_main.docx part113," It traveled in ships and took months, or even years to be delivered. For example, a letter from New York to Philadelphia took 2 weeks to travel!If you have a chance, stop by the local Post Office and see what they are doing. You can even call ahead to see if there is some type of tour or if the supervisor can talk to your child for a bit about what they do.Interesting story In the past, when people didn’t have computers to send email and talk, phones to chat or video chat, or even official mail services and post offices, different ways of sending letters and messages were used. For example, they would use their friends, merchants and traders to pick up the mail, and drop it off. There even was a profession to help people write letters if they couldn’t write. Another way of sending mail was sending it through pigeons!Pigeons were effective as messengers because of their natural homing abilities. The pigeons were transported to a destination in cages, where people would attach a message written on then paper and rolled up, to a pigeon’s leg",233
learning walks_main.docx part114," Then the pigeon would naturally fly back to its home where the recipient could read the message! They were called carrier pigeons or homing pigeons.In Ancient Greece, the winners of the Olympics were announced via pigeon mail. Also, pigeons often delivered the news about the results of a battle. In many books and stories authors gave this errand to other birds, such as crows, or even owls .Ask your child how they think pigeons found the way home  Try to come up with a few ideas first  Or you can simply explain that a pigeon's compass mechanism likely relies upon the Sun. Like many other birds, they can use the position and angle of the Sun to understand where to go. For older kids: Some researchers believe homing pigeons use magnetoreception, which relies on Earth's magnetic fields for guidance.See play time for play ideas featuring pigeon post and more!Fun FactsFirst mail service: The first postal service we know well about was that of Rome",209
learning walks_main.docx part115," Organized at the time of Augustus Caesar, the service was called cursus publicus and was provided with light carriages pulled by fast horses.ImaginariumTo continue with creativity development, let’s use the “Fantastic binomonal” technique described by Gianni Rodari. We’ll take two words: one of them will be “mail” and the other one – whatever you’d like. For example, a penguin, an orange, a car, or almost anything else you come up with, the further away from mail it is, the better. Then, based on these two words joined with a preposition, we need to come up with a story with our child.For example, let’s take the example with “mail” and “penguin”. Now we have:Mail and penguin: For some reason, everyone believes that elves are Santa’s helpers, and they help Santa Claus package and deliver gifts to children around the world. What no one seems to know is that Santa’s real helpers are…penguins! A few weeks before Christmas, Santa flies over to South pole where penguins live, and together they work on all the gifts and packages, to make sure everyone gets the right thing",272
learning walks_main.docx part116," One year it was too cold, and somehow Santa wasn’t able to make it to the South pole, so he had to ask elves for help. The problem was that they didn’t have much experience, so they were caught as Santa’s helpers, and after that one year everyone believed that elves were really Santa’s helpers, not penguins. Seems unfair, doesn’t it? Here you can continue the story in the direction you’d like.Penguin in the mail: There lived a boy named Andy. He is a happy boy, but sometimes he feels very sad because his daddy works far, far away in Antarctica, and he misses him very much. He is a researcher and he studies different kinds of snow and how it melts there. He sends him letters that are the most fun letters in the world: he tells Andy about brave penguins, beautiful albatrosses , and even arctic foxes  Andy can’t wait for his letters to come. But one of the days when they talked on the phone, daddy understood that Andy was sad",227
learning walks_main.docx part117," And just a few days later, the most unusual package arrived at Andy’s and his mom's doorstep. It was big, and somehow it seemed like something was moving inside the box. When he opened it up, he realized it was a real…penguin! His dad sent him a penguin in the mail to cheer him up!Mail of penguins : Most people know that there are penguins in Antarctica. But many of us don’t know that they have an extended family in South Africa, right across the Southern ocean. How do you think they talk to each other? Of course, they use the penguin mail! Here we can talk about ships delivering mail between them, imagine penguins sending letters in the bottles, or maybe using albatrosses as postal pigeons. As always, let your imagination run wild! I LOVE to hear the stories you and your little ones come up with, so please email me, or if you post on Instagram, please tag me @zenfullmama and add #learningwalks hashtag, help us inspire more people around the world to help their kids learn through seemingly mundane things and fill learning with fun.Play timeShipwreck and the mail: Play out the shipwreck we talked about in the beginning. Make a storm in a sink or bathtub, bring some sticks from outside and add some playdough to make it into a tree",286
learning walks_main.docx part118," Borrow a shoe from a doll , leave a little note in it. Role play is called the work of childhood for a reason – it helps them process and retain information much more than simple learning or listening.Message in a bottle: Legend has it that a Greek philosopher Theophrastus used bottled messages to determine if the water from the Atlantic Ocean flows into the Mediterranean Sea  Since then, people have been using messages in the bottle. Suggest your child to play shipwreck, bathtime is perfect for this play. You can use a simple carton and little toys for travelers who go through a shipwreck or a giant octopus attack, and the travelers have to send out a message in a bottle asking for help. SOS is a good start for 3-4 year olds, and a more detailed message is a great intro into writing for older kids. Write a small note, out it in a tiny bottle, seal it with play doh - and send it out to the other end of the bathtub where fishermen can “catch it” with a fruit net or a fishing rod  and come to the rescue! Check out our pictures in the Appendix.Pigeon mail  You can make paper wings , write a note, roll it up and attach it to your child’s leg with a thread",266
learning walks_main.docx part119," Then they pretend to be a pigeon and deliver notes this way!Mail at the playground: Role play being a mailman at the playground delivering letters from one part of the playground to another! You can write “in code”, e.g. drawings, or the mailman can deliver packages to friends and toys. More Fun Activity at HomeSorting activity: Pick up your mail during the walk, maybe save some of the junk mail for a few days before this walk. Place the junk mail on the table in a large bin, along with several boxes. Ask your child to sort the mail into the shoe boxes by attributes: large vs small; letters vs magazines; by color. You can even suggest they sort by size AND color, and at some point they will realize that things can belong to several categories at once. At this age, it’s an interesting thing to understand and think about",184
learning walks_main.docx part120,"Mailbox in a boot: Remember the boot that sailors used as a mailbox? Leave little notes and surprises in each other’s shoes today. The key is to find which boot or shoe was used to “safekeep” the message ☺Mail game: Makeshift a mailbox from any box available to you . Deliver mail to each other, including little rocks or tiny treats. Show your child how to use post stamps. For children who are learning to write and read, it’s a great way to practice: write short funny notes to your child, or for older kids who’ve progressed more in writing you can start a game where you write a sentence – they write the next sentence, and then again and again to put together a little story. More Ideas: Play with mail and different types of post is a favorite for many kids 3-6, so if this is your case, it’s a great opportunity to expand your child's interests: for example, explore other ways people used to send information to each other. You can look at some pictures of cave paintings and then play cave people - put a piece of brown paper on the wall and use drawings to tell a story of your “cave family”. Talk about the benefits of this way of transferring information  and think about downsides",271
learning walks_main.docx part121," Next time you go to the store, try to identify where drawings are still used in the modern day and age - what can you understand from the signs at the store? Road signs? You can also talk about smoke signals as a way of sharing information.Books to readWith so many options around the mail system, I struggled picking and decided to share all 5 of my favorites “Never Mail an Elephant” by Mike Thaler and Jered Lee  - This one is a funny book about a little boy who tries to mail an elephant to his cousin for her birthday. Nice watercolor illustrations add great details. The story is cute, fast paced, and positive. Excellent supplement to our investigation on the postal services!“The Long, Long Letter” by Elizabeth Spurr  - The illustrations are lovely, and so is this story of a lonely old auntie who looks forward to receiving mail from her family, who live far away. It gently inspires kids to reach out to those around them.“The Giant Hug” by Sandra Horning  - This delightful story will make you want to hug everyone you love  “Dear Mr. Blueberry” by Simon James  - This one's a classic and some of you might have it ready to read to your little ones",266
learning walks_main.docx part122," Good to use to show how letters are a form of communication as they are fading from our day to day life, as well as introducing environmental issues to young children.“Delivering Your Mail” by Ann Owen  - This book is for kids who get interested in the subject and want to know more details about the different jobs of mailmen, their routes, and even safety.Mail Carrier's Song~Sung to Row, Row, Row Your Boat~Write, write, write your cards,and lots of letters, too!I will bring them to your friends,And maybe they'll write back soon!                         “Plants vs. Animals”                                             Walk 16           Before the walk: Today we’ll be observing and looking to understand the difference between animals and plants. As always, we don’t want to simply tell our child about the differences, but guide them to the realizations instead – the knowledge / understanding acquired on your own through a process is much more valuable, and studies show that our memory retains information we get this way much better.Main point for parents to showcase: animals need food while plants are able to make their own foodLet’s begin! Talk about Living and Nonliving things again, remind your child that rocks, mountains, houses etc. don’t need to breathe while animals or plants do . Ask your child what else living things can’t survive without",366
learning walks_main.docx part123," Help your child by remembering together the cases when they were really thirsty and how hard it was to wait to get a drink . Remind them of a case when they were hungry – living things need food. Without energy / warmth – in winter we need to wear warm clothes and heat to stay warm. Also you can suggest to hold your breath for a few seconds  together to showcase that living things can’t survive without breathing.Suggest your child take a picture of a plant  – and then suggest they take a picture of an animal: an ant/bug/bird, maybe several. Ask what was easier to take a picture of? Why is that? Most likely, your child will realize and point out that animals moved vs. plants stood more or less still .Explain that they are both living things and that plants and animals share many characteristics, but they are different too",177
learning walks_main.docx part124," For example, animals usually need to move around to find their own food, while plants are usually immobile and can create their food, so they don’t have to go for a hunt when they are hungry like a lion or cheetah!Use your magnifying glass to look at some tree and other plant roots that are coming through the soil. Ask your child – what do you think plants need roots for? What do they get through them from the soil? Explain that plants need three things to create their own food: water , light, and air/oxygen, and if one of those things is missing – they can’t create their food.Try to find a darker place on your walk and compare it to a light place – which one has more plants? Do animals or humans make their own food? Where do they get it from then?Fun FactsSymbiosis for kids: Plants and animals can help each other and need each other. For example, flowers, plants and trees need bees and hummingbirds to pollinate them – to help them create new plants. When animals eat a plant's fruits, it helps disperse the seeds of the plant  A bird eats a cherry, a cherry pit stays in its tummy while it’s flying – and then it poops it out in a different place and a new cherry tree could grow! Animals eat plants and sometimes make homes in them  NOT for highly sensitive children: When animals die, their bodies decompose, and they enrich the soil with nitrates that stimulate plant growth, this way they help plants grow too.How plants attract animals: Flowering plants need animals to help pollinate the, and they typically attract animals via colors, scents, and chemical signals. Do plants feel when we touch them? Ask your child first! Scientists reveal that plants can feel when we touch them. It's something that plant lovers have suspected, but now Australian scientists have found evidence that plants really can feel when we're touching them",408
